DateTime,Junction,Vehicles,ID,hour,day_of_week,day,month,year,is_weekend,is_peak_hour,lag_1,lag_2,lag_3,lag_24,rolling_mean_3,rolling_mean_6,rolling_mean_24,target
2015-11-02 23:00:00,1,27,20151102231,23,0,2,11,2015,0,0,30.0,32.0,29.0,15.0,30.333333333333332,28.0,22.25,21.0
2015-11-03 00:00:00,1,21,20151103001,0,1,3,11,2015,0,0,27.0,30.0,32.0,14.0,29.666666666666668,28.0,22.75,18.0
2015-11-03 01:00:00,1,18,20151103011,1,1,3,11,2015,0,0,21.0,27.0,30.0,12.0,26.0,27.5,23.041666666666668,19.0
2015-11-03 02:00:00,1,19,20151103021,2,1,3,11,2015,0,0,18.0,21.0,27.0,14.0,22.0,26.166666666666668,23.291666666666668,13.0
2015-11-03 03:00:00,1,13,20151103031,3,1,3,11,2015,0,0,19.0,18.0,21.0,12.0,19.333333333333332,24.5,23.5,11.0
2015-11-03 04:00:00,1,11,20151103041,4,1,3,11,2015,0,0,13.0,19.0,18.0,12.0,16.666666666666668,21.333333333333332,23.541666666666668,11.0
2015-11-03 05:00:00,1,11,20151103051,5,1,3,11,2015,0,0,11.0,13.0,19.0,11.0,14.333333333333334,18.166666666666668,23.5,11.0
2015-11-03 06:00:00,1,11,20151103061,6,1,3,11,2015,0,0,11.0,11.0,13.0,13.0,11.666666666666666,15.5,23.5,14.0
2015-11-03 07:00:00,1,14,20151103071,7,1,3,11,2015,0,1,11.0,11.0,11.0,14.0,11.0,13.833333333333334,23.416666666666668,15.0
2015-11-03 08:00:00,1,15,20151103081,8,1,3,11,2015,0,1,14.0,11.0,11.0,12.0,12.0,13.166666666666666,23.416666666666668,29.0
2015-11-03 09:00:00,1,29,20151103091,9,1,3,11,2015,0,1,15.0,14.0,11.0,22.0,13.333333333333334,12.5,23.541666666666668,33.0
2015-11-03 10:00:00,1,33,20151103101,10,1,3,11,2015,0,1,29.0,15.0,14.0,32.0,19.333333333333332,15.166666666666666,23.833333333333332,32.0
2015-11-03 11:00:00,1,32,20151103111,11,1,3,11,2015,0,0,33.0,29.0,15.0,31.0,25.666666666666668,18.833333333333332,23.875,32.0
2015-11-03 12:00:00,1,32,20151103121,12,1,3,11,2015,0,0,32.0,33.0,29.0,35.0,31.333333333333332,22.333333333333332,23.916666666666668,29.0
2015-11-03 13:00:00,1,29,20151103131,13,1,3,11,2015,0,0,32.0,32.0,33.0,26.0,32.333333333333336,25.833333333333332,23.791666666666668,27.0
2015-11-03 14:00:00,1,27,20151103141,14,1,3,11,2015,0,0,29.0,32.0,32.0,34.0,31.0,28.333333333333332,23.916666666666668,26.0
2015-11-03 15:00:00,1,26,20151103151,15,1,3,11,2015,0,0,27.0,29.0,32.0,30.0,29.333333333333332,30.333333333333332,23.625,28.0
2015-11-03 16:00:00,1,28,20151103161,16,1,3,11,2015,0,1,26.0,27.0,29.0,27.0,27.333333333333332,29.833333333333332,23.458333333333332,26.0
2015-11-03 17:00:00,1,26,20151103171,17,1,3,11,2015,0,1,28.0,26.0,27.0,27.0,27.0,29.0,23.5,25.0
2015-11-03 18:00:00,1,25,20151103181,18,1,3,11,2015,0,1,26.0,28.0,26.0,24.0,26.666666666666668,28.0,23.458333333333332,29.0
2015-11-03 19:00:00,1,29,20151103191,19,1,3,11,2015,0,1,25.0,26.0,28.0,26.0,26.333333333333332,26.833333333333332,23.5,26.0
2015-11-03 20:00:00,1,26,20151103201,20,1,3,11,2015,0,1,29.0,25.0,26.0,29.0,26.666666666666668,26.833333333333332,23.625,24.0
2015-11-03 21:00:00,1,24,20151103211,21,1,3,11,2015,0,0,26.0,29.0,25.0,32.0,26.666666666666668,26.666666666666668,23.5,25.0
2015-11-03 22:00:00,1,25,20151103221,22,1,3,11,2015,0,0,24.0,26.0,29.0,30.0,26.333333333333332,26.333333333333332,23.166666666666668,20.0
2015-11-03 23:00:00,1,20,20151103231,23,1,3,11,2015,0,0,25.0,24.0,26.0,27.0,25.0,25.833333333333332,22.958333333333332,18.0
2015-11-04 00:00:00,1,18,20151104001,0,2,4,11,2015,0,0,20.0,25.0,24.0,21.0,23.0,24.833333333333332,22.666666666666668,18.0
2015-11-04 01:00:00,1,18,20151104011,1,2,4,11,2015,0,0,18.0,20.0,25.0,18.0,21.0,23.666666666666668,22.541666666666668,13.0
2015-11-04 02:00:00,1,13,20151104021,2,2,4,11,2015,0,0,18.0,18.0,20.0,19.0,18.666666666666668,21.833333333333332,22.541666666666668,13.0
2015-11-04 03:00:00,1,13,20151104031,3,2,4,11,2015,0,0,13.0,18.0,18.0,13.0,16.333333333333332,19.666666666666668,22.291666666666668,10.0
2015-11-04 04:00:00,1,10,20151104041,4,2,4,11,2015,0,0,13.0,13.0,18.0,11.0,14.666666666666666,17.833333333333332,22.291666666666668,12.0
2015-11-04 05:00:00,1,12,20151104051,5,2,4,11,2015,0,0,10.0,13.0,13.0,11.0,12.0,15.333333333333334,22.25,13.0
2015-11-04 06:00:00,1,13,20151104061,6,2,4,11,2015,0,0,12.0,10.0,13.0,11.0,11.666666666666666,14.0,22.291666666666668,11.0
2015-11-04 07:00:00,1,11,20151104071,7,2,4,11,2015,0,1,13.0,12.0,10.0,14.0,11.666666666666666,13.166666666666666,22.375,13.0
2015-11-04 08:00:00,1,13,20151104081,8,2,4,11,2015,0,1,11.0,13.0,12.0,15.0,12.0,12.0,22.25,22.0
2015-11-04 09:00:00,1,22,20151104091,9,2,4,11,2015,0,1,13.0,11.0,13.0,29.0,12.333333333333334,12.0,22.166666666666668,26.0
2015-11-04 10:00:00,1,26,20151104101,10,2,4,11,2015,0,1,22.0,13.0,11.0,33.0,15.333333333333334,13.5,21.875,27.0
2015-11-04 11:00:00,1,27,20151104111,11,2,4,11,2015,0,0,26.0,22.0,13.0,32.0,20.333333333333332,16.166666666666668,21.583333333333332,31.0
2015-11-04 12:00:00,1,31,20151104121,12,2,4,11,2015,0,0,27.0,26.0,22.0,32.0,25.0,18.666666666666668,21.375,24.0
2015-11-04 13:00:00,1,24,20151104131,13,2,4,11,2015,0,0,31.0,27.0,26.0,29.0,28.0,21.666666666666668,21.333333333333332,23.0
2015-11-04 14:00:00,1,23,20151104141,14,2,4,11,2015,0,0,24.0,31.0,27.0,27.0,27.333333333333332,23.833333333333332,21.125,26.0
2015-11-04 15:00:00,1,26,20151104151,15,2,4,11,2015,0,0,23.0,24.0,31.0,26.0,26.0,25.5,20.958333333333332,26.0
2015-11-04 16:00:00,1,26,20151104161,16,2,4,11,2015,0,1,26.0,23.0,24.0,28.0,24.333333333333332,26.166666666666668,20.958333333333332,24.0
2015-11-04 17:00:00,1,24,20151104171,17,2,4,11,2015,0,1,26.0,26.0,23.0,26.0,25.0,26.166666666666668,20.875,23.0
2015-11-04 18:00:00,1,23,20151104181,18,2,4,11,2015,0,1,24.0,26.0,26.0,25.0,25.333333333333332,25.666666666666668,20.791666666666668,25.0
2015-11-04 19:00:00,1,25,20151104191,19,2,4,11,2015,0,1,23.0,24.0,26.0,29.0,24.333333333333332,24.333333333333332,20.708333333333332,26.0
2015-11-04 20:00:00,1,26,20151104201,20,2,4,11,2015,0,1,25.0,23.0,24.0,26.0,24.0,24.5,20.541666666666668,24.0
2015-11-04 21:00:00,1,24,20151104211,21,2,4,11,2015,0,0,26.0,25.0,23.0,24.0,24.666666666666668,25.0,20.541666666666668,26.0
2015-11-04 22:00:00,1,26,20151104221,22,2,4,11,2015,0,0,24.0,26.0,25.0,25.0,25.0,24.666666666666668,20.541666666666668,24.0
2015-11-04 23:00:00,1,24,20151104231,23,2,4,11,2015,0,0,26.0,24.0,26.0,20.0,25.333333333333332,24.666666666666668,20.583333333333332,19.0
2015-11-05 00:00:00,1,19,20151105001,0,3,5,11,2015,0,0,24.0,26.0,24.0,18.0,24.666666666666668,24.666666666666668,20.75,20.0
2015-11-05 01:00:00,1,20,20151105011,1,3,5,11,2015,0,0,19.0,24.0,26.0,18.0,23.0,24.0,20.791666666666668,18.0
2015-11-05 02:00:00,1,18,20151105021,2,3,5,11,2015,0,0,20.0,19.0,24.0,13.0,21.0,23.166666666666668,20.875,13.0
2015-11-05 03:00:00,1,13,20151105031,3,3,5,11,2015,0,0,18.0,20.0,19.0,13.0,19.0,21.833333333333332,21.083333333333332,13.0
2015-11-05 04:00:00,1,13,20151105041,4,3,5,11,2015,0,0,13.0,18.0,20.0,10.0,17.0,20.0,21.083333333333332,9.0
2015-11-05 05:00:00,1,9,20151105051,5,3,5,11,2015,0,0,13.0,13.0,18.0,12.0,14.666666666666666,17.833333333333332,21.208333333333332,12.0
2015-11-05 06:00:00,1,12,20151105061,6,3,5,11,2015,0,0,9.0,13.0,13.0,13.0,11.666666666666666,15.333333333333334,21.083333333333332,12.0
2015-11-05 07:00:00,1,12,20151105071,7,3,5,11,2015,0,1,12.0,9.0,13.0,11.0,11.333333333333334,14.166666666666666,21.041666666666668,15.0
2015-11-05 08:00:00,1,15,20151105081,8,3,5,11,2015,0,1,12.0,12.0,9.0,13.0,11.0,12.833333333333334,21.083333333333332,16.0
2015-11-05 09:00:00,1,16,20151105091,9,3,5,11,2015,0,1,15.0,12.0,12.0,22.0,13.0,12.333333333333334,21.166666666666668,23.0
2015-11-05 10:00:00,1,23,20151105101,10,3,5,11,2015,0,1,16.0,15.0,12.0,26.0,14.333333333333334,12.833333333333334,20.916666666666668,24.0
2015-11-05 11:00:00,1,24,20151105111,11,3,5,11,2015,0,0,23.0,16.0,15.0,27.0,18.0,14.5,20.791666666666668,25.0
2015-11-05 12:00:00,1,25,20151105121,12,3,5,11,2015,0,0,24.0,23.0,16.0,31.0,21.0,17.0,20.666666666666668,24.0
2015-11-05 13:00:00,1,24,20151105131,13,3,5,11,2015,0,0,25.0,24.0,23.0,24.0,24.0,19.166666666666668,20.416666666666668,26.0
2015-11-05 14:00:00,1,26,20151105141,14,3,5,11,2015,0,0,24.0,25.0,24.0,23.0,24.333333333333332,21.166666666666668,20.416666666666668,22.0
2015-11-05 15:00:00,1,22,20151105151,15,3,5,11,2015,0,0,26.0,24.0,25.0,26.0,25.0,23.0,20.541666666666668,20.0
2015-11-05 16:00:00,1,20,20151105161,16,3,5,11,2015,0,1,22.0,26.0,24.0,26.0,24.0,24.0,20.375,20.0
2015-11-05 17:00:00,1,20,20151105171,17,3,5,11,2015,0,1,20.0,22.0,26.0,24.0,22.666666666666668,23.5,20.125,22.0
2015-11-05 18:00:00,1,22,20151105181,18,3,5,11,2015,0,1,20.0,20.0,22.0,23.0,20.666666666666668,22.833333333333332,19.958333333333332,26.0
2015-11-05 19:00:00,1,26,20151105191,19,3,5,11,2015,0,1,22.0,20.0,20.0,25.0,20.666666666666668,22.333333333333332,19.916666666666668,22.0
2015-11-05 20:00:00,1,22,20151105201,20,3,5,11,2015,0,1,26.0,22.0,20.0,26.0,22.666666666666668,22.666666666666668,19.958333333333332,21.0
2015-11-05 21:00:00,1,21,20151105211,21,3,5,11,2015,0,0,22.0,26.0,22.0,24.0,23.333333333333332,22.0,19.791666666666668,21.0
2015-11-05 22:00:00,1,21,20151105221,22,3,5,11,2015,0,0,21.0,22.0,26.0,26.0,23.0,21.833333333333332,19.666666666666668,21.0
2015-11-05 23:00:00,1,21,20151105231,23,3,5,11,2015,0,0,21.0,21.0,22.0,24.0,21.333333333333332,22.0,19.458333333333332,16.0
2015-11-06 00:00:00,1,16,20151106001,0,4,6,11,2015,0,0,21.0,21.0,21.0,19.0,21.0,22.166666666666668,19.333333333333332,18.0
2015-11-06 01:00:00,1,18,20151106011,1,4,6,11,2015,0,0,16.0,21.0,21.0,20.0,19.333333333333332,21.166666666666668,19.208333333333332,19.0
2015-11-06 02:00:00,1,19,20151106021,2,4,6,11,2015,0,0,18.0,16.0,21.0,18.0,18.333333333333332,19.833333333333332,19.125,14.0
2015-11-06 03:00:00,1,14,20151106031,3,4,6,11,2015,0,0,19.0,18.0,16.0,13.0,17.666666666666668,19.333333333333332,19.166666666666668,12.0
2015-11-06 04:00:00,1,12,20151106041,4,4,6,11,2015,0,0,14.0,19.0,18.0,13.0,17.0,18.166666666666668,19.208333333333332,13.0
2015-11-06 05:00:00,1,13,20151106051,5,4,6,11,2015,0,0,12.0,14.0,19.0,9.0,15.0,16.666666666666668,19.166666666666668,14.0
2015-11-06 06:00:00,1,14,20151106061,6,4,6,11,2015,0,0,13.0,12.0,14.0,12.0,13.0,15.333333333333334,19.333333333333332,14.0
2015-11-06 07:00:00,1,14,20151106071,7,4,6,11,2015,0,1,14.0,13.0,12.0,12.0,13.0,15.0,19.416666666666668,13.0
2015-11-06 08:00:00,1,13,20151106081,8,4,6,11,2015,0,1,14.0,14.0,13.0,15.0,13.666666666666666,14.333333333333334,19.5,20.0
2015-11-06 09:00:00,1,20,20151106091,9,4,6,11,2015,0,1,13.0,14.0,14.0,16.0,13.666666666666666,13.333333333333334,19.416666666666668,22.0
2015-11-06 10:00:00,1,22,20151106101,10,4,6,11,2015,0,1,20.0,13.0,14.0,23.0,15.666666666666666,14.333333333333334,19.583333333333332,26.0
2015-11-06 11:00:00,1,26,20151106111,11,4,6,11,2015,0,0,22.0,20.0,13.0,24.0,18.333333333333332,16.0,19.541666666666668,26.0
2015-11-06 12:00:00,1,26,20151106121,12,4,6,11,2015,0,0,26.0,22.0,20.0,25.0,22.666666666666668,18.166666666666668,19.625,21.0
2015-11-06 13:00:00,1,21,20151106131,13,4,6,11,2015,0,0,26.0,26.0,22.0,24.0,24.666666666666668,20.166666666666668,19.666666666666668,23.0
2015-11-06 14:00:00,1,23,20151106141,14,4,6,11,2015,0,0,21.0,26.0,26.0,26.0,24.333333333333332,21.333333333333332,19.541666666666668,23.0
2015-11-06 15:00:00,1,23,20151106151,15,4,6,11,2015,0,0,23.0,21.0,26.0,22.0,23.333333333333332,23.0,19.416666666666668,19.0
2015-11-06 16:00:00,1,19,20151106161,16,4,6,11,2015,0,1,23.0,23.0,21.0,20.0,22.333333333333332,23.5,19.458333333333332,19.0
2015-11-06 17:00:00,1,19,20151106171,17,4,6,11,2015,0,1,19.0,23.0,23.0,20.0,21.666666666666668,23.0,19.416666666666668,20.0
2015-11-06 18:00:00,1,20,20151106181,18,4,6,11,2015,0,1,19.0,19.0,23.0,22.0,20.333333333333332,21.833333333333332,19.375,24.0
2015-11-06 19:00:00,1,24,20151106191,19,4,6,11,2015,0,1,20.0,19.0,19.0,26.0,19.333333333333332,20.833333333333332,19.291666666666668,18.0
2015-11-06 20:00:00,1,18,20151106201,20,4,6,11,2015,0,1,24.0,20.0,19.0,22.0,21.0,21.333333333333332,19.208333333333332,19.0
2015-11-06 21:00:00,1,19,20151106211,21,4,6,11,2015,0,0,18.0,24.0,20.0,21.0,20.666666666666668,20.5,19.041666666666668,16.0
2015-11-06 22:00:00,1,16,20151106221,22,4,6,11,2015,0,0,19.0,18.0,24.0,21.0,20.333333333333332,19.833333333333332,18.958333333333332,17.0
2015-11-06 23:00:00,1,17,20151106231,23,4,6,11,2015,0,0,16.0,19.0,18.0,21.0,17.666666666666668,19.333333333333332,18.75,16.0
2015-11-07 00:00:00,1,16,20151107001,0,5,7,11,2015,1,0,17.0,16.0,19.0,16.0,17.333333333333332,19.0,18.583333333333332,16.0
2015-11-07 01:00:00,1,16,20151107011,1,5,7,11,2015,1,0,16.0,17.0,16.0,18.0,16.333333333333332,18.333333333333332,18.583333333333332,10.0
2015-11-07 02:00:00,1,10,20151107021,2,5,7,11,2015,1,0,16.0,16.0,17.0,19.0,16.333333333333332,17.0,18.5,9.0
2015-11-07 03:00:00,1,9,20151107031,3,5,7,11,2015,1,0,10.0,16.0,16.0,14.0,14.0,15.666666666666666,18.125,8.0
2015-11-07 04:00:00,1,8,20151107041,4,5,7,11,2015,1,0,9.0,10.0,16.0,12.0,11.666666666666666,14.0,17.916666666666668,7.0
2015-11-07 05:00:00,1,7,20151107051,5,5,7,11,2015,1,0,8.0,9.0,10.0,13.0,9.0,12.666666666666666,17.75,9.0
2015-11-07 06:00:00,1,9,20151107061,6,5,7,11,2015,1,0,7.0,8.0,9.0,14.0,8.0,11.0,17.5,8.0
2015-11-07 07:00:00,1,8,20151107071,7,5,7,11,2015,1,1,9.0,7.0,8.0,14.0,8.0,9.833333333333334,17.291666666666668,12.0
2015-11-07 08:00:00,1,12,20151107081,8,5,7,11,2015,1,1,8.0,9.0,7.0,13.0,8.0,8.5,17.041666666666668,13.0
2015-11-07 09:00:00,1,13,20151107091,9,5,7,11,2015,1,1,12.0,8.0,9.0,20.0,9.666666666666666,8.833333333333334,17.0,17.0
2015-11-07 10:00:00,1,17,20151107101,10,5,7,11,2015,1,1,13.0,12.0,8.0,22.0,11.0,9.5,16.708333333333332,14.0
2015-11-07 11:00:00,1,14,20151107111,11,5,7,11,2015,1,0,17.0,13.0,12.0,26.0,14.0,11.0,16.5,14.0
2015-11-07 12:00:00,1,14,20151107121,12,5,7,11,2015,1,0,14.0,17.0,13.0,26.0,14.666666666666666,12.166666666666666,16.0,14.0
2015-11-07 13:00:00,1,14,20151107131,13,5,7,11,2015,1,0,14.0,14.0,17.0,21.0,15.0,13.0,15.5,14.0
2015-11-07 14:00:00,1,14,20151107141,14,5,7,11,2015,1,0,14.0,14.0,14.0,23.0,14.0,14.0,15.208333333333334,11.0
2015-11-07 15:00:00,1,11,20151107151,15,5,7,11,2015,1,0,14.0,14.0,14.0,23.0,14.0,14.333333333333334,14.833333333333334,15.0
2015-11-07 16:00:00,1,15,20151107161,16,5,7,11,2015,1,1,11.0,14.0,14.0,19.0,13.0,14.0,14.333333333333334,13.0
2015-11-07 17:00:00,1,13,20151107171,17,5,7,11,2015,1,1,15.0,11.0,14.0,19.0,13.333333333333334,13.666666666666666,14.166666666666666,12.0
2015-11-07 18:00:00,1,12,20151107181,18,5,7,11,2015,1,1,13.0,15.0,11.0,20.0,13.0,13.5,13.916666666666666,17.0
2015-11-07 19:00:00,1,17,20151107191,19,5,7,11,2015,1,1,12.0,13.0,15.0,24.0,13.333333333333334,13.166666666666666,13.583333333333334,18.0
2015-11-07 20:00:00,1,18,20151107201,20,5,7,11,2015,1,1,17.0,12.0,13.0,18.0,14.0,13.666666666666666,13.291666666666666,17.0
2015-11-07 21:00:00,1,17,20151107211,21,5,7,11,2015,1,0,18.0,17.0,12.0,19.0,15.666666666666666,14.333333333333334,13.291666666666666,16.0
2015-11-07 22:00:00,1,16,20151107221,22,5,7,11,2015,1,0,17.0,18.0,17.0,16.0,17.333333333333332,15.333333333333334,13.208333333333334,15.0
2015-11-07 23:00:00,1,15,20151107231,23,5,7,11,2015,1,0,16.0,17.0,18.0,17.0,17.0,15.5,13.208333333333334,13.0
2015-11-08 00:00:00,1,13,20151108001,0,6,8,11,2015,1,0,15.0,16.0,17.0,16.0,16.0,15.833333333333334,13.125,16.0
2015-11-08 01:00:00,1,16,20151108011,1,6,8,11,2015,1,0,13.0,15.0,16.0,16.0,14.666666666666666,16.0,13.0,11.0
2015-11-08 02:00:00,1,11,20151108021,2,6,8,11,2015,1,0,16.0,13.0,15.0,10.0,14.666666666666666,15.833333333333334,13.0,8.0
2015-11-08 03:00:00,1,8,20151108031,3,6,8,11,2015,1,0,11.0,16.0,13.0,9.0,13.333333333333334,14.666666666666666,13.041666666666666,10.0
2015-11-08 04:00:00,1,10,20151108041,4,6,8,11,2015,1,0,8.0,11.0,16.0,8.0,11.666666666666666,13.166666666666666,13.0,10.0
2015-11-08 05:00:00,1,10,20151108051,5,6,8,11,2015,1,0,10.0,8.0,11.0,7.0,9.666666666666666,12.166666666666666,13.083333333333334,10.0
2015-11-08 06:00:00,1,10,20151108061,6,6,8,11,2015,1,0,10.0,10.0,8.0,9.0,9.333333333333334,11.333333333333334,13.208333333333334,9.0
2015-11-08 07:00:00,1,9,20151108071,7,6,8,11,2015,1,1,10.0,10.0,10.0,8.0,10.0,10.833333333333334,13.25,11.0
2015-11-08 08:00:00,1,11,20151108081,8,6,8,11,2015,1,1,9.0,10.0,10.0,12.0,9.666666666666666,9.666666666666666,13.291666666666666,12.0
2015-11-08 09:00:00,1,12,20151108091,9,6,8,11,2015,1,1,11.0,9.0,10.0,13.0,10.0,9.666666666666666,13.25,18.0
2015-11-08 10:00:00,1,18,20151108101,10,6,8,11,2015,1,1,12.0,11.0,9.0,17.0,10.666666666666666,10.333333333333334,13.208333333333334,14.0
2015-11-08 11:00:00,1,14,20151108111,11,6,8,11,2015,1,0,18.0,12.0,11.0,14.0,13.666666666666666,11.666666666666666,13.25,17.0
2015-11-08 12:00:00,1,17,20151108121,12,6,8,11,2015,1,0,14.0,18.0,12.0,14.0,14.666666666666666,12.333333333333334,13.25,14.0
2015-11-08 13:00:00,1,14,20151108131,13,6,8,11,2015,1,0,17.0,14.0,18.0,14.0,16.333333333333332,13.5,13.375,14.0
2015-11-08 14:00:00,1,14,20151108141,14,6,8,11,2015,1,0,14.0,17.0,14.0,14.0,15.0,14.333333333333334,13.375,14.0
2015-11-08 15:00:00,1,14,20151108151,15,6,8,11,2015,1,0,14.0,14.0,17.0,11.0,15.0,14.833333333333334,13.375,12.0
2015-11-08 16:00:00,1,12,20151108161,16,6,8,11,2015,1,1,14.0,14.0,14.0,15.0,14.0,15.166666666666666,13.5,14.0
2015-11-08 17:00:00,1,14,20151108171,17,6,8,11,2015,1,1,12.0,14.0,14.0,13.0,13.333333333333334,14.166666666666666,13.375,18.0
2015-11-08 18:00:00,1,18,20151108181,18,6,8,11,2015,1,1,14.0,12.0,14.0,12.0,13.333333333333334,14.166666666666666,13.416666666666666,13.0
2015-11-08 19:00:00,1,13,20151108191,19,6,8,11,2015,1,1,18.0,14.0,12.0,17.0,14.666666666666666,14.333333333333334,13.666666666666666,16.0
2015-11-08 20:00:00,1,16,20151108201,20,6,8,11,2015,1,1,13.0,18.0,14.0,18.0,15.0,14.166666666666666,13.5,18.0
2015-11-08 21:00:00,1,18,20151108211,21,6,8,11,2015,1,0,16.0,13.0,18.0,17.0,15.666666666666666,14.5,13.416666666666666,14.0
2015-11-08 22:00:00,1,14,20151108221,22,6,8,11,2015,1,0,18.0,16.0,13.0,16.0,15.666666666666666,15.166666666666666,13.458333333333334,14.0
2015-11-08 23:00:00,1,14,20151108231,23,6,8,11,2015,1,0,14.0,18.0,16.0,15.0,16.0,15.5,13.375,13.0
2015-11-09 00:00:00,1,13,20151109001,0,0,9,11,2015,0,0,14.0,14.0,18.0,13.0,15.333333333333334,15.5,13.333333333333334,15.0
2015-11-09 01:00:00,1,15,20151109011,1,0,9,11,2015,0,0,13.0,14.0,14.0,16.0,13.666666666666666,14.666666666666666,13.333333333333334,11.0
2015-11-09 02:00:00,1,11,20151109021,2,0,9,11,2015,0,0,15.0,13.0,14.0,11.0,14.0,15.0,13.291666666666666,10.0
2015-11-09 03:00:00,1,10,20151109031,3,0,9,11,2015,0,0,11.0,15.0,13.0,8.0,13.0,14.166666666666666,13.291666666666666,9.0
2015-11-09 04:00:00,1,9,20151109041,4,0,9,11,2015,0,0,10.0,11.0,15.0,10.0,12.0,12.833333333333334,13.375,8.0
2015-11-09 05:00:00,1,8,20151109051,5,0,9,11,2015,0,0,9.0,10.0,11.0,10.0,10.0,12.0,13.333333333333334,8.0
2015-11-09 06:00:00,1,8,20151109061,6,0,9,11,2015,0,0,8.0,9.0,10.0,10.0,9.0,11.0,13.25,10.0
2015-11-09 07:00:00,1,10,20151109071,7,0,9,11,2015,0,1,8.0,8.0,9.0,9.0,8.333333333333334,10.166666666666666,13.166666666666666,11.0
2015-11-09 08:00:00,1,11,20151109081,8,0,9,11,2015,0,1,10.0,8.0,8.0,11.0,8.666666666666666,9.333333333333334,13.208333333333334,17.0
2015-11-09 09:00:00,1,17,20151109091,9,0,9,11,2015,0,1,11.0,10.0,8.0,12.0,9.666666666666666,9.333333333333334,13.208333333333334,19.0
2015-11-09 10:00:00,1,19,20151109101,10,0,9,11,2015,0,1,17.0,11.0,10.0,18.0,12.666666666666666,10.5,13.416666666666666,22.0
